Тема 1.1. Правовые основы перевозки опасных грузов воздушным транспортом;1;0,5;0,5;
Тема 1.2. Сфера действия и применение;0,5;0,25;0,25;
Раздел 2. Классификация опасных грузов;2;1;1;
Тема 2.1. Общие положения и определения;0,5;0,25;0,25;
Тема 2.2. Классы опасных грузов;1,5;0,75;0,75;
Раздел 3. Ограничения при перевозке опасных грузов на воздушных судах;1;0,5;0,5;
Тема 3.1. Опасные грузы, запрещённые к перевозке по воздуху при любых обстоятельствах. Опасные грузы в авиапочте. Освобождения для опасных грузов эксплуатанта;0,5;0,25;0,25;
Тема 3.2. Опасные грузы в исключённых количествах и ограниченных количествах;0,5;0,25;0,25;
Раздел 4. Знаки опасности и маркировка;2;1;1;
Тема 4.1. Знаки опасности;0,5;0,25;0,25;
Тема 4.2. Нанесение знаков опасности;0,5;0,25;0,25;
Тема 4.3. Маркировка грузовых мест;0,5;0,25;0,25;
Тема 4.4. Маркировка упаковочных комплектов;0,5;0,25;0,25;
Раздел 5. Документация для перевозки опасных грузов. Уведомление пилотов;1;0,5;0,5;
Тема 5.1. Основные документы и их структура;1;0,5;0,5;
Раздел 6. Правила хранения и погрузки;2;1;1;
Тема 6.1. Ограничения при погрузке;0,5;0,25;0,25;
Тема 6.2. Погрузка и крепление опасных грузов;1;0,5;0,5;
Тема 6.3. Погрузка отдельных классов опасных грузов. Замена маркировки грузовых мест;0,5;0,25;0,25;
Раздел 7. Распознавание необъявленных опасных грузов;1;0,5;0,5;
Тема 7.1. Скрытые опасные грузы;1;0,5;0,5;
Раздел 8. Положения для пассажиров и членов экипажа;2,5;1,25;1,25;
Тема 8.1. Общие положения. Требования к информированию;0,5;0,25;0,25;
Тема 8.2. Опасные грузы, перевозимые пассажирами и членами экипажа;2;1;1;
Раздел 9. Порядок действий в аварийной обстановке;1;0,5;0,5;
Тема 9.1. Упреждающие меры;0,5;0,25;0,25;
Тема 9.2. Порядок действий наземного персонала;0,5;0,25;0,25;
Контроль*;2;1;1;Экзамен/тестирование
ВСЕГО;16;8;8;
Раздел 1. Общие положения перевозки опасных грузов;2;1,25;0,75;
Тема 1.1. Правовые основы перевозки опасных грузов воздушным транспортом;1,5;1;0,5;
Тема 1.2. Сфера действия и применение;0,5;0,25;0,25;
Раздел 2. Классификация опасных грузов;4;2,5;1,5;
Тема 2.1. Общие положения и определения;0,5;0,25;0,25;
Тема 2.2. Классы опасных грузов;3,5;2,25;1,25;
Раздел 3. Ограничения при перевозке опасных грузов на воздушных судах;2;1;1;
Тема 3.1. Классификация опасных грузов по степени опасности. Освобождения для опасных грузов эксплуатанта. Опасные грузы в авиапочте.;1;0,5;0,5;
Тема 3.2. Опасные грузы в исключенных количествах и ограниченных количествах;1;0,5;0,5;
Раздел 4. Знаки опасности и маркировка;1;0,5;0,5;
Тема 4.1. Знаки опасности;0,4;0,2;0,2;
Тема 4.2. Нанесение знаков опасности;0,2;0,1;0,1;
Тема 4.3. Маркировка грузовых мест;0,2;0,1;0,1;
Тема 4.4. Маркировка упаковочных комплектов;0,2;0,1;0,1;
Раздел 5. Уведомление пилотов;0,5;0,25;0,25;
Тема 5.1. Требование к информированию экипажа. Информация для персонала;0,5;0,25;0,25;
Раздел 6. Распознавание необъявленных опасных грузов;1;0,5;0,5;
Тема 6.1. Скрытые опасные грузы;1;0,5;0,5;
Раздел 7. Положения для пассажиров и членов экипажа;2;1;1;
Тема 7.1. Общие положения. Требования к информированию;0,5;0,25;0,25;
Тема 7.2. Опасные грузы, перевозимые пассажирами и членами экипажа;1,5;0,75;0,75;
Раздел 8. Порядок действий в аварийной обстановке;1,5;1;0,5;
Тема 8.1. Авиационная безопасность опасных грузов;0,25;0,25;–;
Тема 8.2. Упреждающие меры;0,5;0,5;–;
Тема 8.3. Порядок действий наземного персонала;0,5;–;0,5;
Тема 8.4. Порядок действий экипажа в полете;0,15;0,15;–;
Тема 8.5. Ответственность;0,1;0,1;–;
Итоговый контроль;2;–;2;Экзамен
ВСЕГО;16;8;8;
Раздел 1. Общие положения перевозки опасных грузов;2;1;1;
Тема 1.1. Правовые основы перевозки опасных грузов воздушным транспортом;1,5;0,75;0,75;
Тема 1.2. Сфера действия и применение;0,5;0,25;0,25;
Раздел 2. Классификация опасных грузов;4;2;2;
Тема 2.1. Общие положения и определения;0,5;0,25;0,25;
Тема 2.2. Классы опасных грузов;3,5;1,75;1,75;
Раздел 3. Ограничения при перевозке опасных грузов на воздушных судах;2;1;1;
Тема 3.1. Классификация опасных грузов по степени опасности. Освобождения для опасных грузов эксплуатанта. Опасные грузы в авиапочте.;1;0,5;0,5;
Тема 3.2. Опасные грузы в исключенных количествах и ограниченных количествах;1;0,5;0,5;
Раздел 4. Знаки опасности и маркировка;1;0,5;0,5;
Тема 4.1. Знаки опасности;0,4;0,2;0,2;
Тема 4.2. Нанесение знаков опасности;0,2;0,1;0,1;
Тема 4.3. Маркировка грузовых мест;0,2;0,1;0,1;
Тема 4.4. Маркировка упаковочных комплектов;0,2;0,1;0,1;
Раздел 5. Уведомление пилотов;0,5;0,25;0,25;
Тема 5.1. Требование к информированию экипажа. Информация для персонала;0,5;0,25;0,25;
Раздел 6. Распознавание необъявленных опасных грузов;1;0,5;0,5;
Тема 6.1. Скрытые опасные грузы;1;0,5;0,5;
Раздел 7. Положения для пассажиров и членов экипажа;2;1;1;
Тема 7.1. Общие положения. Требования к информированию;0,5;0,25;0,25;
Тема 7.2. Опасные грузы, перевозимые пассажирами и членами экипажа;1,5;0,75;0,75;
Раздел 8. Порядок действий в аварийной обстановке;1,5;0,75;0,75;
Тема 8.1. Авиационная безопасность опасных грузов;0,25;0,25;–;
Тема 8.2. Упреждающие меры;0,5;0,25;0,25;
Тема 8.3. Порядок действий наземного персонала;0,5;–;0,5;
Тема 8.4. Порядок действий экипажа в полете;0,15;0,15;–;
Тема 8.5. Ответственность;0,1;0,1;–;
Контроль;2;1;1;Экзамен/тестирование
ВСЕГО;16;8;8;
Раздел 1. Законодательная база обучения;Раздел 1. Законодательная база обучения;1;1;–;
Тема 1.1. Федеральные законы и подзаконные акты, регламентирующие образовательную деятельность;Тема 1.1. Федеральные законы и подзаконные акты, регламентирующие образовательную деятельность;0,5;0,5;–;
Тема 1.2. Федеральные авиационные правила, регламентирующие деятельность авиационных учебных центров;Тема 1.2. Федеральные авиационные правила, регламентирующие деятельность авиационных учебных центров;0,25;0,25;–;
Тема 1.3. Виды и уровни образования в РФ: ДПО, ПО, отличия от корпоративного обучения;Тема 1.3. Виды и уровни образования в РФ: ДПО, ПО, отличия от корпоративного обучения;0,25;0,25;–;
Раздел 2. Современные концепции и технологии обучения;Раздел 2. Современные концепции и технологии обучения;2;1;1;
Тема 2.1. Актуальные тенденции в сфере ДПО и ПО. Современные форматы, модели и стили обучения;Тема 2.1. Актуальные тенденции в сфере ДПО и ПО. Современные форматы, модели и стили обучения;0,5;0,25;0,25;
Тема 2.2. Особенности обучения и учёт нюансов в когнитивных процессах взрослого человека;Тема 2.2. Особенности обучения и учёт нюансов в когнитивных процессах взрослого человека;1;0,5;0,5;
Тема 2.3. Социальное окружение, референтная группа — научающий эффект;Тема 2.3. Социальное окружение, референтная группа — научающий эффект;0,5;0,25;0,25;
Раздел 3. Традиционные и интерактивные методы обучения;Раздел 3. Традиционные и интерактивные методы обучения;4;2;2;
Тема 3.1. Проектирование системы обучения с учётом изменений законодательства и отрасли;Тема 3.1. Проектирование системы обучения с учётом изменений законодательства и отрасли;1;0,5;0,5;
Тема 3.2. Планирование учебного занятия, подготовка учебных материалов;Тема 3.2. Планирование учебного занятия, подготовка учебных материалов;2;1;1;
Тема 3.3. Формы текущего, промежуточного, итогового контроля знаний;Тема 3.3. Формы текущего, промежуточного, итогового контроля знаний;1;0,5;0,5;
Раздел 4. Работа с группой;Раздел 4. Работа с группой;4;2;2;
Тема 4.1. Организованная и неорганизованная группа: отличия, особенности работы;Тема 4.1. Организованная и неорганизованная группа: отличия, особенности работы;0,5;0,25;0,25;
Тема 4.2. Теория развития группы: фазы и закономерности. Групповые роли. Групповая динамика;Тема 4.2. Теория развития группы: фазы и закономерности. Групповые роли. Групповая динамика;1;0,5;0,5;
Тема 4.3. Построение работы с малыми группами на основе Теории поля К. Левина;Тема 4.3. Построение работы с малыми группами на основе Теории поля К. Левина;0,5;0,25;0,25;
Тема 4.4. Групповая дискуссия. Эвристическая (поисковая) беседа. Деловые игры: имитационные, организационно-деятельностные, ролевые;Тема 4.4. Групповая дискуссия. Эвристическая (поисковая) беседа. Деловые игры: имитационные, организационно-деятельностные, ролевые;1;0,5;0,5;
Тема 4.5. Инструменты мотивации и вовлечения, обратная связь, работа с сопротивлением и проблемными участниками;Тема 4.5. Инструменты мотивации и вовлечения, обратная связь, работа с сопротивлением и проблемными участниками;1;0,5;0,5;
Раздел 5. Коммуникативная компетентность преподавателя;Раздел 5. Коммуникативная компетентность преподавателя;2;1;1;
Тема 5.1. Эффективные речевые (вербальные) стратегии;Тема 5.1. Эффективные речевые (вербальные) стратегии;1;0,5;0,5;
Тема 5.2. Управление собственным состоянием («общение с собой»). Развитие поведенческой гибкости;Тема 5.2. Управление собственным состоянием («общение с собой»). Развитие поведенческой гибкости;0,5;0,25;0,25;
Тема 5.3. Оценка состояния, знаний, умений собеседника;Тема 5.3. Оценка состояния, знаний, умений собеседника;0,5;0,25;0,25;
Раздел 6. Профилактика стресса и профессионального выгорания;Раздел 6. Профилактика стресса и профессионального выгорания;1;1;–;
Тема 6.1. Профессиональные деформации и стрессы преподавателя. Синдром профессионального выгорания;Тема 6.1. Профессиональные деформации и стрессы преподавателя. Синдром профессионального выгорания;0,25;0,25;–;
Тема 6.2. Анализ текущих стрессогенных ситуаций, коррекция поведения и распределения ресурсов в стрессовой ситуации;Тема 6.2. Анализ текущих стрессогенных ситуаций, коррекция поведения и распределения ресурсов в стрессовой ситуации;0,25;0,25;–;
Тема 6.3. Методы снятия напряжения, релаксации. Техники саморегуляции;Тема 6.3. Методы снятия напряжения, релаксации. Техники саморегуляции;0,25;0,25;–;
Тема 6.4. Профилактика профессионального выгорания;Тема 6.4. Профилактика профессионального выгорания;0,25;0,25;–;
Итоговый контроль;Итоговый контроль;2;–;2;Экзамен
ВСЕГО;ВСЕГО;16;8;8;
Раздел 1. Введение в курс обучения. Общие сведения о терроризме, АНВ. Структура аэропорта.;4;4;;
Тема 1.1 Цели и задачи курса ;;1;"
";
Тема 1.2 Терроризм, АНВ;;2;;
Тема 1.3 Структура ДАБ;;1;;
Раздел 2. Состояние авиационной безопасности в ГА, международная организация ГА ИКАО;3;3;;
Тема 2.1Внешние нормативные документы, федеральная система обеспечения защиты деятельности ГА от АНВ;;1;;
Тема 2.2 Внутренние нормативные и руководящие документы;;1;;
Тема 2.3 Цели и задачи службы перронного контроля по обеспечению АБ;;1;;
Раздел 3. Обеспечение безопасности аэропорта ;8;3;5;
Тема 3.1 Определение внутриобъектового, пропускного режима;;2;1;
Тема 3.2 Порядок допуска лиц и транспортных средств на контролируемую территорию аэропорта;;1;4;
Раздел 4. Диагностика опасных предметов и веществ;13;3;10;
Тема 4.1 Средства, используемые в диверсионно-террористических целях. Теневые изображения средств, их состав. ;;1;2;
Тема 4.2 Способы их сокрытия и проноса в контролируемые зоны аэропорта.;;1;2;
Тема 4.3 Методы и технические средства выявления диверсионно-террористических устройств. ;;1;6;
Раздел 5. Виды ЧС. План по урегулированию ЧС, связанные с АНВ в деятельность аэропорта. ;8;3;5;
Тема 5.1 Виды ЧС;;1;-;
Тема 5.2 План по урегулированию ЧС;;1;-;
Тема 5.3 Действия работников в ЧС. Ситуационное моделирование на рабочих местах.;;1;5;
Раздел 6. Производство досмотра гражданских ВС.;31;5;26;
Тема 6.1 Процедура досмотра ВС. Изучение технологического процесса. ;;2;10;
Тема 6.2 Процедура контроля загрузки багажа и бортового питания, её особенности. ;;2;10;
Тема 6.3 Процедура контроля загрузки  грузов, почты;;1;6;
Раздел 7. Порядок оформления и перевозки оружия, боеприпасов и специальных средств на гражданских ВС;6;2;4;
Тема 7.1 Транспортировка оружия, боеприпасов;;2;-;
Тема 7.2 Порядок доставки оружия на борт/с борта ВС;;;5;
Раздел 8. Патрулирование перронов;22;2;20;
Тема 8.1 Маршруты патрулирования. Контроль соблюдения мер АБ по маршрутам патрулирования;;2;5;
Тема 8.2 Время, затрачиваемое на патрулирование. Контроль доступа на стоянки и к ВС. Патрулирование в ночное время.;;;15;
Раздел 9. Практические занятия на рабочих местах;43;;43;
Итоговый контроль;6;;6;
Теоретический экзамен;;;2;
Практический экзамен;;;4;
Всего:;144;24;114;6
Раздел 1. Введение в курс обучения. Общие сведения о терроризме, АНВ. Структура аэропорта.;4;4;;
Тема 1.1 Цели и задачи курса ;;1;"
";
Тема 1.2 Терроризм, АНВ;;2;;
Тема 1.3 Структура ДАБ;;1;;
Раздел 2. Состояние авиационной безопасности в ГА, международная организация ГА ИКАО;3;3;;
Тема 2.1 Внешние нормативные документы, федеральная система обеспечения защиты деятельности ГА от АНВ;;1;;
Тема 2.2 Внутренние нормативные и руководящие документы;;1;;
Тема 2.3 Цели и задачи службы охраны аэропорта по обеспечению АБ;;1;;
Раздел 3. Обеспечение безопасности аэропорта ;8;3;5;
Тема 3.1 Определение внутриобъектового, пропускного режима;;2;1;
Тема 3.2 Порядок допуска лиц и транспортных средств на контролируемую территорию аэропорта;;1;4;
Раздел 4. Диагностика опасных предметов и веществ;13;3;10;
Тема 4.1 Средства, используемые в диверсионно-террористических целях. ;;1;2;
Тема 4.2 Способы их сокрытия и проноса в контролируемые зоны аэропорта.;;1;2;
Тема 4.3 Методы и технические средства выявления диверсионно-террористических устройств. ;;1;6;
Раздел 5. Виды ЧС. План по урегулированию ЧС, связанные с АНВ в деятельность аэропорта. ;8;3;5;
Тема 5.1 Виды ЧС;;1;-;
Тема 5.2 План по урегулированию ЧС;;1;-;
Тема 5.3 Действия работников в ЧС. Ситуационное моделирование на рабочих местах.;;1;5;
Раздел 6. Порядок осуществления пропускного режима;31;5;26;
Тема 6.1 Процедура досмотра транспортных средств. Изучение технологического процесса. ;;2;10;
Тема 6.2 Инженерно-технические средства охраны аэропорта.;;1;10;
Тема 6.3 Виды пропусков. Выявление поддельных документов.;;1;1;
Тема 6.4 Порядок допуска лиц на контролируемую территорию Аэропорта.;;1;5;
Раздел 7. Порядок обеспечения внутриобъектового режима;6;2;4;
Тема 7.1 Порядок патрулирования;;2;-;
Тема 7.2 Порядок охраны воздушных судов;;;5;
Раздел 8. Применение технических средств досмотра транспортных средств.;22;2;20;
Тема 8.1 Функциональное предназначение;;2;5;
Тема 8.2 Выявление ВВ и ВУ на учебном транспортном средстве;;;15;
Раздел 9. Практические занятия на рабочих местах;43;;43;
Итоговый контроль;6;;6;
Теоретический экзамен;;;2;
Практический экзамен;;;4;
Всего:;144;24;114;6
"Раздел 1. Введение в курс обучения.
";1;1;-;-
"Тема 1.1. Цели и задачи
курса. Терроризм, АНВ.";1;1;"
-";-
Раздел 2. Состояние авиационной безопасности в ГА.;1;1;-;-
Тема 2.1. Федеральная система обеспечения защиты деятельности ГА от АНВ. Конвенции ИКАО.;1;1;-;-
Раздел 3. Нормативно-правовая база обеспечения авиационной безопасности в ГА;2;2;-;-
Тема 3.1. Внешние нормативные документы.;1;1;-;-
Тема 3.2. Внутренние нормативные и руководящие документы;1;1;-;-
Раздел 4. Структура аэропорта, структура ДАБ. Положение о ДАБ, требования к сотрудникам ДАБ. Взаимодействие ДАБ со службами аэропорта и других ведомств.;2;2;-;-
Тема 4.1 Структура аэропорта. Организация ДАБ. Положения о ДАБ, структура, задачи, права и требования к сотрудникам;1;1;-;-
Тема 4.2. Взаимодействие ДАБ с другими службами аэропорта;1;1;-;-
Раздел 5. Обеспечение безопасности аэропорта ;4;2;2;-
Тема 5.1. Определение внутриобъектового, пропускного режима;1;1;-;-
Тема 5.2. Порядок допуска лиц и транспортных средств на контролируемую территорию аэропорта;3;1;2;-
Раздел 6. Средства, используемые в диверсионно-террористических целях. Способы их сокрытия и проноса в контролируемые зоны аэропорта (авиакомпании). Методы выявления диверсионно-террористических устройств;15;3;12;-
Тема 6.1. Средства, используемые в диверсионно-террористических целях. Теневые изображения средств, их состав.;7;1;6;-
Тема 6.2. Способы их сокрытия и проноса в контролируемые зоны аэропорта.;5;1;4;-
Тема 6.3. Методы и технические средства выявления диверсионно-террористических устройств.;3;1;2;-
Раздел 7. Действия в чрезвычайных ситуациях, индивидуальные обязанности сотрудников ДАБ.;3;1;2;-
Тема 7.1. Виды ЧС. Действия сотрудников при получении информации о совершении или угрозе АНВ.;3;1;2;-
Раздел 8. Производство досмотра пассажиров, членов экипажей гражданских ВС, обслуживающего персонала, ручной клади, багажа, грузов, почты.;33;6;27;-
Тема 8.1. Процедура досмотра пассажиров. Изучение технологического процесса.;22;2;20;-
Тема 8.2. Процедура досмотра багажа. Изучение технологического процесса системы досмотра багажа, его особенности.;2;1;1;-
Тема 8.3. Процедура досмотра грузов, почты.;1;1;-;-
Тема 8.4. Перечень опасных предметов и веществ запрещенных (разрешенных) к провозу на борту ВС.;8;2;6;-
Раздел 9. Правила перевозки оружия и боеприпасов на гражданских ВС;3;1;2;-
Тема 9.1. Порядок оформления перевозки/приемки оружия. Транспортировка оружия, боеприпасов;3;1;2;-
Раздел 10. Выявление оружия, ВУ и боеприпасов.;6;2;4;-
Тема 10.1. Способы сокрытия и методы выявления ВВ/ВУ.;3;1;2;-
Тема 10.2. Способы сокрытия и методы выявления оружия и боеприпасов.;3;1;2;-
Раздел 11. Применение технических средств досмотра;7;2;5;-
Тема 11.1. Виды технических средств досмотра, их функциональное предназначение СТСД.;7;2;5;-
Раздел 12. Действия сотрудников групп досмотра в ЧС. ;3;1;2;-
Тема 12.1. Ситуационное моделирование сотрудников групп досмотра в ЧС на рабочих местах.;3;1;2;-
Раздел 13. Практические занятия на рабочих местах;58;-;58;-
Тема 13.1. Практические занятия на рабочих местах;49;-;49;-
Тема 13.2. Практические занятия с системой моделирования теневых изображений;9;-;9;-
Итоговый контроль;6;-;-;Экзамен
Теоретический экзамен;3;-;-;Экзамен
Практический экзамен;3;-;-;Экзамен
Всего:;144;24;114;6
"Раздел 1
Общие положения перевозки опасных грузов";2;1;1;–;–;
Тема 1.1 Правовые основы перевозки опасных грузов воздушным транспортом;1;0,5;0,5;–;–;
Тема 1.2 Сфера действия и применение;1;0,5;0,5;–;–;
"Раздел 2
Классификация опасных грузов";2,5;–;2;0,5;–;
Тема 2.1 Общие положения и определения;1,25;–;1;0,25;–;
Тема 2.2 Классы опасных грузов;1,25;–;1;0,25;–;
"Раздел 3
Ограничения при перевозке опасных 
грузов на воздушных судах";2;–;1;1;–;
Тема 3.1 Опасные грузы, запрещенные к перевозке по воздуху при любых обстоятельствах. Опасные грузы в авиапочте;1;–;0,5;0,5;–;
Тема 3.2 Освобождения для опасных грузов эксплуатанта;1;–;0,5;0,5;–;
"Раздел 4
Знаки опасности и маркировка";2,5;–;1.5;1;–;
Тема 4.1 Знаки опасности;0,75;–;0,25;0,5;–;
Тема 4.2 Нанесение знаков опасности;0,75;–;0,25;0,5;–;
Тема 4.3 Маркировка грузовых мест;0,5;"
–
";0,5;"
–
";–;
Тема 4.4 Маркировка упаковочных комплектов;0,5;"–
";0,5;–;–;
"Радел 5
Распознавание необъявленных опасных грузов";1;–;0,5;0,5;–;
Тема 5.1 Скрытые опасные грузы;"
1
";–;0,5;0,5;–;
"Раздел 6
Положения для пассажиров и членов экипажа";3;1;1;"
1
";–;
Тема 6.1 Общие положения. Требования к информированию;0,5;–;0,5;–;–;
Тема 6.2 Опасные грузы, перевозимые пассажирами и членами экипажа;2,5;1;0,5;1;–;
"Раздел 7
Порядок действий в аварийной обстановке";1;–;1;–;–;Промежуточный контроль
Тема 7.1 Упреждающие меры;0,5;–;0,5;–;–;
Тема 7.2 Порядок действий наземного персонала;0,5;–;0,5;–;–;
Итоговый контроль;2;–;–;2;–;Экзамен
Всего;16;2;8;6;;
Раздел 1. Введение в курс обучения;5;–;5;–;–;
Тема 1.1. Цели и задачи курса. Понятие о терроризме и АБ. Статистика АНВ, описание АНВ, случившихся за последние два года;1;–;1;–;–;
Тема 1.2. Состояние АБ в ГА. Стандарты и рекомендуемая практика ИКАО по авиационной безопасности;2;–;2;–;–;
Тема 1.3. Нормативная правовая база обеспечения АБ в ГА. Актуальные изменения в нормативной базе;2;–;2;–;–;
Раздел 2. Нормы регулирования АБ в аэропорту;5;–;5;–;–;
Тема 2.1. Структура ДАБ аэропорта. Требования к сотрудникам ДАБ. Взаимодействие сотрудников ДАБ со службами аэропорта и других ведомств;3;–;3;–;–;
Тема 2.2. Обеспечение безопасности аэропорта. Охрана аэропорта, пропускной и внутриобъектовый режим;2;–;2;–;–;
Раздел 3. Действия в чрезвычайных ситуациях. Диагностика опасных предметов и веществ;6;–;4;2;–;
Тема 3.1. Виды ЧС. Понятие АНВ. План по урегулированию ЧС, связанных с АНВ в деятельность аэропорта. Действия сотрудников групп досмотра в чрезвычайных ситуациях;2;–;2;–;–;
Тема 3.2. Средства, используемые в диверсионно-террористических целях. Способы их сокрытия и проноса в контролируемые зоны аэропорта. Методы выявления диверсионно-террористических устройств (для ТС);4;–;2;2;–;
Раздел 4. Человеческий фактор в авиационной безопасности;5;–;5;–;–;
Тема 4.1. Концепция влияния человеческого фактора в авиации: мотивация и отношение, человеческое поведение, навыки общения.;2;–;2;–;–;
Тема 4.2. Факторы риска. Причины человеческих ошибок. Классификация человеческих ошибок. Проявления человеческого фактора в работе и методы его учёта. Стрессовые ситуации. Усталость и спешка;2;–;2;–;–;
Тема 4.3. Осведомлённость о ситуации и командная работа;1;–;1;–;–;
Раздел 5. Система управления безопасностью полётов в аэропорту;6;–;6;–;–;
Тема 5.1. Реализация СУБП оператора сертифицированного аэродрома. Политика и цели обеспечения безопасности полётов. Культура безопасности;2;–;2;–;–;
"
Тема 5.2. Управление рисками. Мониторинг и измерение эффективности обеспечения безопасности полётов";"

2";"

–";"

2";"

–";"

–";
Тема 5.3. Обмен информацией и ведение документации по безопасности полётов;2;–;2;–;–;Тестирование
Раздел 6. Организация досмотра ВС в аэропорту;12;5;–;7;–;
Тема 6.1. Нормативно-правовая база, регламентирующая организацию работы службы перронного контроля;2;1;–;1;–;
Тема 6.2. Предполётный досмотр ВС. Технология досмотра ВС. Досмотр ВС в обычных (штатных) условиях. Специальный досмотр. Схема (порядок) досмотра;4;2;–;2;–;
"
Тема 6.3. Патрулирование перронов. Оборот оружия на территории РФ. Порядок перевозки ВС ГА оружия. Маршруты доставки оружия на борт и с борта ВС в комнату выдачи спец. средств";"


4";"


2";"


–";"


2";"


–";
Тема 6.4. Технические средства досмотра;2;–;–;2;–;
Итоговый контроль;2;–;;2;–;Экзамен
ВСЕГО;40;5;24;11;–;
Раздел 1. Введение в курс обучения;5;–;5;–;–;
Тема 1.1. Цели и задачи курса. Понятие о терроризме и АБ. Статистика АНВ, описание АНВ, случившихся за последние два года;1;–;1;–;–;
Тема 1.2. Состояние АБ в ГА. Стандарты и рекомендуемая практика ИКАО по авиационной безопасности;2;–;2;–;–;
Тема 1.3. Нормативная правовая база обеспечения АБ в ГА. Актуальные изменения в нормативной базе;2;–;2;–;–;
Раздел 2. Нормы регулирования АБ в аэропорту;5;–;5;;–;
Тема 2.1. Структура ДАБ аэропорта. Требования к сотрудникам ДАБ. Взаимодействие сотрудников ДАБ со службами аэропорта и других ведомств;3;–;3;–;–;
Тема 2.2. Обеспечение безопасности аэропорта. Охрана аэропорта, пропускной и внутриобъектовый режим;2;–;2;–;–;
Раздел 3. Действия в чрезвычайных ситуациях. Диагностика опасных предметов и веществ;6;–;4;2;–;
Тема 3.1. Виды ЧС. Понятие АНВ. План по урегулированию ЧС, связанных с АНВ в деятельность аэропорта. Действия сотрудников групп досмотра в чрезвычайных ситуациях;4;–;4;–;–;
Тема 3.2. Средства, используемые в диверсионно-террористических целях. Способы их сокрытия и проноса в контролируемые зоны аэропорта. Методы выявления диверсионно-террористических устройств (для ТС);2;–;–;2;–;
Раздел 4. Человеческий фактор в авиационной безопасности;5;–;5;–;–;
Тема 4.1. Концепция влияния человеческого фактора в авиации: мотивация и отношение, человеческое поведение, навыки общения.;2;–;2;–;–;
Тема 4.2. Факторы риска. Причины человеческих ошибок. Классификация человеческих ошибок. Проявления человеческого фактора в работе и методы его учёта. Стрессовые ситуации. Усталость и спешка;2;–;2;–;–;
Тема 4.3. Основные принципы учёта ЧФ. Стандарты ИКАО и их реализация на практике;1;–;1;–;–;
Раздел 5. Система управления безопасностью полётов в аэропорту;6;–;6;–;–;
Тема 5.1. Реализация СУБП оператора сертифицированного аэродрома. Политика и цели обеспечения безопасности полётов. Культура безопасности;2;–;2;–;–;
Тема 5.2. Управление рисками. Мониторинг и измерение эффективности обеспечения безопасности полётов;2;–;2;–;–;
Тема 5.3. Обмен информацией и ведение документации по безопасности полётов;2;–;2;–;–;
Промежуточный контроль;1;–;–;1;–;Тестирование
Промежуточный контроль по результатам ДОТ и ЭО;1;–;–;1;–;
Раздел 6. Методы организации пропускного режима и средства охраны аэропорта;11;5;–;6;–;
Тема 6.1. Инженерно-технические средства охраны аэропорта;2;1;–;1;–;
Тема 6.2. Порядок доступа лиц на контролируемую территорию аэропорта;4;2;–;2;–;
Тема 6.3. Технология досмотра ТС. Виды и особенности транспортных средств. Обязанности инспектора СОА при осуществлении досмотра транспортных средств;5;2;–;3;–;
Итоговый контроль;2;–;–;2;–;Экзамен
ВСЕГО;40;5;24;9;2;
"Раздел № 1
Введение в курс обучения";8;-;8;-;-;
Тема 1.1 Цели и задачи курса. Понятие о терроризме и АБ. Статистика АНВ, описание АНВ, случившихся за последние два года.;1;-;1;-;-;
Тема 1.2 Состояние АБ в ГА. Стандарты и рекомендуемая практика ИКАО по авиационной безопасности.;1;-;1;-;-;
"Тема 1.3 Нормативная правовая база обеспечения АБ в ГА. Федеральная система обеспечения защиты ГА от АНВ.
Актуальные изменения в нормативной базе.";6;-;6;-;-;
"Раздел № 2
Регулирование АБ в аэропорту";8;-;8;-;-;
Тема 2.1. Структура ДАБ аэропорта. Требования к сотрудникам ДАБ. Взаимодействие  сотрудников ДАБ со службами аэропорта и других ведомств. ;4;-;4;-;-;
Тема 2.2. Обеспечение безопасности аэропорта. Охрана аэропорта, пропускной и внутриобъектовый режим.;4;-;4;-;-;Промежуточный контроль
"Раздел № 3
Действия в чрезвычайных ситуациях. Диагностика опасных предметов и веществ";3;-;-;3;-;
Тема 3.1 Виды ЧС. Понятие АНВ. План по урегулированию ЧС, связанных с АНВ в деятельность аэропорта.;1;-;-;1;-;
Тема 3.2 Средства, используемые в диверсионно-террористических целях. Способы их сокрытия и проноса в контролируемые зоны аэропорта. Методы выявления диверсионно-террористических устройств;"
1
";-;"
-";1;-;
"Тема 3.3 Действия сотрудников групп досмотра в чрезвычайных ситуациях
";1;-;-;1;-;
"Раздел № 4 
Осуществление досмотра в аэропорту";16;-;-;14;2;
Тема 4.1 Технология досмотра пассажиров, ручной клади, багажа и лиц, специальных категорий. Изменения технологического процесса.;3;-;-;3;-;
Тема 4.2 Технология досмотра грузов, почты, бортовых запасов. Изменения технологического процесса.;1;-;-;1;-;
Тема 4.3 Опасные грузы. Перевозка опасных грузов пассажирами или членами экипажа. Изменения в DOC 8294. ;3;-;-;3;-;
Тема 4.4 Выявление предметов и веществ, запрещенных к перевозке на гражданских ВС. Статистика изъятых предметов и веществ запрещенных к перевозке на борту ВС за последние два года.;3;-;-;2;1;
Тема 4.5 Применение технических средств досмотра. Внедрение новых средств досмотра;2;-;-;1;1;
Тема 4.6 Правила перевозки оружия и боеприпасов на гражданских ВС.;1;-;-;1;-;
